Edad,Frecuencia_Compras,Monto_Promedio,Tiempo_Cliente,Satisfaccion
29,11,614.7514826816819,41,Alto
27,13,872.5520384174556,4,Medio
49,12,25.292953455747167,5,Bajo
33,1,441.37701327487457,41,Bajo
25,2,232.03068405948622,45,Bajo
55,9,394.74596749485056,10,Medio
29,8,421.82971189548925,27,Medio
41,19,749.2042551387706,16,Alto
45,7,102.88365367148872,30,Bajo
25,9,517.4580641011853,13,Medio
45,18,568.5528438807579,36,Alto
53,2,499.2160275162863,21,Bajo
43,4,734.5545205320929,45,Bajo
25,2,389.9533433477789,53,Bajo
67,15,945.5173930036754,40,Alto
45,16,486.98540811355196,45,Medio
45,14,575.5017705186496,15,Alto
54,2,827.2755151132819,20,Bajo
58,11,282.48374487181127,20,Medio
53,8,84.45000847517444,45,Bajo
44,11,710.7061385788577,55,Alto
34,14,488.18173699289486,59,Medio
26,1,897.5392084494048,5,Bajo
50,17,982.8532482352098,54,Alto
37,19,405.1182570689819,54,Medio
30,11,421.28462609706423,32,Medio
45,3,413.8829761836692,6,Bajo
65,15,331.30856863361686,30,Medio
46,15,783.8702267887335,26,Alto
30,0,761.4058048658204,37,Bajo
63,1,483.8584218450196,13,Bajo
52,2,54.21460421510976,29,Bajo
23,19,316.4637084979427,5,Medio
35,16,299.38001608928914,25,Medio
68,19,812.9763737382558,13,Alto
22,0,96.69981768201298,24,Bajo
64,19,807.6186252522771,31,Alto
42,5,672.4918156771515,20,Medio
19,14,735.1170445391448,55,Alto
27,13,437.89105570917326,8,Medio
47,19,682.9285380417406,9,Medio
67,14,612.9386552598467,21,Alto
62,13,771.2903932763431,51,Alto
22,4,452.3021361235696,20,Bajo
50,5,478.0973686473394,15,Medio
18,16,647.140460512422,26,Alto
35,10,116.99671872972442,54,Bajo
49,15,441.8820038806741,42,Medio
64,11,972.2313368072075,11,Medio
66,14,47.176796859445155,37,Bajo
28,3,322.8446756377299,41,Bajo
38,17,320.96872089847705,11,Medio
43,2,637.1294780434149,27,Bajo
42,7,114.7423558298985,30,Bajo
39,2,632.2585905700726,19,Bajo
44,7,104.08983824510322,34,Bajo
66,17,104.0041109441477,38,Bajo
30,9,730.9015236165974,23,Medio
50,19,330.89382209446836,53,Medio
51,16,977.6487182366103,1,Medio
58,7,46.97940707119938,3,Bajo
52,10,450.6555970808142,3,Medio
18,4,122.0045782972834,28,Bajo
38,12,357.86517709052754,14,Medio
65,4,998.24022610296,52,Bajo
23,12,889.9540866211465,30,Alto
45,5,57.84116476684294,58,Bajo
34,4,567.6232853874266,54,Bajo
22,8,651.3440817761914,5,Medio
48,15,217.43927771062442,49,Medio
22,1,153.65451766248574,15,Bajo
55,0,905.3373233188681,38,Bajo
20,7,969.1282770685428,14,Medio
40,18,991.9739287464454,14,Alto
54,10,791.8641559972882,57,Alto
54,11,666.8670487112046,59,Alto
27,11,352.2729496710679,49,Medio
27,6,179.6843292015049,8,Bajo
36,12,88.19079337256937,8,Bajo
34,7,696.3644938659771,19,Medio
38,8,786.8761810275647,32,Medio
31,6,828.1891159304303,31,Medio
26,14,914.6273532707606,29,Alto
63,1,881.1302680019899,41,Bajo
18,19,999.7438595355117,11,Medio
68,11,251.62337085757878,45,Medio
62,0,765.6745390600885,13,Bajo
30,7,590.5949172510497,27,Medio
21,4,268.63268112904655,56,Bajo
18,14,982.0862690640733,19,Alto
66,0,898.9191237265096,26,Bajo
57,0,137.23051175967527,53,Bajo
49,9,35.896758900185645,51,Bajo
51,9,691.4474547093502,37,Medio
45,14,608.0893225679698,48,Alto
48,16,936.4574678700345,9,Medio
25,5,241.66523428876613,28,Medio
56,2,93.54406841603718,32,Bajo
43,12,266.6231804342666,52,Medio
51,15,28.738364106348815,54,Bajo
20,7,45.5338236770431,3,Bajo
67,14,915.709227861552,51,Alto
29,16,358.4964166768595,32,Medio
18,16,416.70091099958387,5,Medio
61,12,28.187937992723366,8,Bajo
22,16,277.8165623701281,14,Medio
47,5,806.6787239040167,56,Medio
47,16,619.336050070052,3,Medio
34,15,756.2427950755512,24,Alto
65,13,452.7416033858472,13,Medio
64,12,316.6319295338167,43,Medio
40,5,487.98199239508665,29,Medio
32,2,329.84035772169364,8,Bajo
54,13,840.5813857073273,51,Alto
38,13,304.6969784369173,42,Medio
31,14,663.166004048553,31,Alto
19,7,145.61240008643256,26,Bajo
28,14,689.9978287975608,18,Alto
68,12,914.1667144840334,58,Alto
56,16,612.4973230935092,18,Alto
55,2,564.2568262341324,57,Bajo
51,5,961.5070853414238,7,Medio
55,4,631.1225897626879,48,Bajo
67,16,266.95492894035175,38,Medio
51,1,299.467113609263,48,Bajo
35,14,708.2535761105679,16,Alto
47,4,738.0822279532645,55,Bajo
32,19,310.46126947112504,56,Medio
44,5,351.8905381470669,33,Medio
68,5,991.1459436516961,56,Medio
51,17,110.93302408447467,51,Bajo
69,17,410.5985781556983,3,Medio
55,3,71.82305588553238,38,Bajo
50,16,822.8675783782586,4,Medio
41,13,101.42238055597792,36,Bajo
32,13,677.2672828980841,4,Medio
47,12,65.91858976344723,42,Bajo
59,6,676.1264874315942,9,Medio
68,11,844.6065774584263,40,Alto
34,14,404.8333116548168,51,Medio
22,18,526.9052284978551,17,Alto
46,10,407.52632062522963,17,Medio
21,14,307.4838710463125,33,Medio
27,11,805.2307666208569,20,Alto
34,2,279.28254799367977,14,Bajo
27,16,725.7139901455525,22,Alto
34,2,214.13510846265024,52,Bajo
37,18,257.3552581175463,27,Medio
41,19,343.0965509514401,43,Medio
22,3,593.2648136198503,3,Bajo
51,2,459.8780959679457,24,Bajo
23,15,747.6933617295422,30,Alto
19,11,221.4316273328304,8,Medio
30,7,20.565564970345775,22,Bajo
60,16,778.7918970673678,25,Alto
60,6,823.4328405412717,10,Medio
65,10,68.88536147730565,49,Bajo
28,17,614.7984469368125,29,Alto
68,0,384.42471603434717,40,Bajo
64,2,795.9566986425716,54,Bajo
40,3,875.6704086545137,1,Bajo
33,12,852.4937291292766,52,Alto
48,5,779.4322048773436,21,Medio
28,13,276.3617064547413,39,Medio
33,4,813.7707471326336,24,Bajo
25,15,538.1436911472298,9,Medio
21,14,62.22904868376991,44,Bajo
57,14,462.36946139926647,54,Medio
21,3,942.7363378596933,26,Bajo
42,7,888.9807562381972,9,Medio
20,15,111.24163818714489,20,Bajo
49,15,746.6854188572265,56,Alto
20,3,807.7349372986524,35,Bajo
44,12,278.6743063543972,36,Medio
46,12,476.8924850336814,42,Medio
49,1,713.8780620490461,36,Bajo
67,2,444.6510739329364,54,Bajo
68,7,121.66894967791117,9,Bajo
36,14,708.8236202349043,22,Alto
38,10,912.5223028379504,1,Medio
22,8,655.959881122096,5,Medio
35,6,776.0627410833436,9,Medio
45,12,364.7789103012502,37,Medio
59,1,191.3662626753685,38,Bajo
39,7,646.3459250021097,19,Medio
38,6,334.4934937828067,8,Medio
23,11,861.4727837998948,42,Alto
18,18,131.40176947822653,43,Bajo
22,6,439.12906273579244,32,Medio
58,9,402.760324463702,13,Medio
29,15,938.6733150183903,20,Alto
43,2,161.60345259835984,36,Bajo
63,9,19.74835676189084,43,Bajo
51,5,245.7043606790464,44,Medio
66,17,822.0740911709679,37,Alto
31,17,217.22859788654688,30,Medio
43,4,248.46928306842787,10,Bajo
62,6,138.59981649144268,31,Bajo
44,1,718.281841243775,25,Bajo
26,10,78.482448600363,29,Bajo
43,12,337.8962193052364,24,Medio
64,4,289.6737393547549,39,Bajo
39,5,559.6081324922533,21,Medio
64,13,733.1121023695382,41,Alto
47,11,537.5476703497799,9,Medio
60,3,931.7157330453169,42,Bajo
65,5,951.9282124984586,42,Medio
34,9,367.8506752135303,2,Medio
43,17,779.9035725121438,4,Medio
53,14,741.4133694355078,8,Medio
18,7,894.0349457877791,32,Medio
25,8,453.46420380562625,14,Medio
66,4,535.1684553258143,49,Bajo
52,9,421.61657044575827,13,Medio
69,19,851.8731501067085,21,Alto
32,5,237.40529220851303,24,Medio
64,15,247.31198746002025,50,Medio
39,2,378.87905254130897,18,Bajo
31,9,238.03940378132768,45,Medio
43,10,565.3967680507716,40,Alto
45,10,143.1452054305473,26,Bajo
40,16,326.98435721001476,32,Medio
31,3,914.310251490834,44,Bajo
41,3,415.13322538987796,57,Bajo
19,16,750.7513793285741,55,Alto
62,8,122.32756978950827,56,Bajo
43,18,255.0888630603668,53,Medio
31,4,809.2721649883649,33,Bajo
68,5,765.3630069267972,52,Medio
24,2,392.29435940788295,31,Bajo
20,0,954.8529330131395,18,Bajo
64,19,911.5365856761999,35,Alto
40,15,962.6777416211174,12,Alto
63,10,433.63554328590754,51,Medio
60,12,205.4988478488262,25,Medio
64,9,630.3920527004276,45,Medio
62,2,687.9254266964065,31,Bajo
35,8,134.1873666060148,10,Bajo
55,11,788.6182039529468,47,Alto
52,13,27.879617562360924,52,Bajo
68,0,487.90110360201555,34,Bajo
32,17,337.7060968999459,51,Medio
42,16,742.9000293000933,3,Medio
54,8,319.63312014759777,46,Medio
45,8,828.5390416532225,39,Medio
27,9,599.0039538930024,8,Medio
56,18,795.9544281444513,32,Alto
34,14,989.4472314612275,43,Alto
56,4,682.3667622861212,29,Bajo
39,14,985.1008131980277,22,Alto
43,19,38.54796365248829,20,Bajo
61,1,344.75858859897033,6,Bajo
42,12,116.77473191668605,43,Bajo
34,15,269.6818820705952,49,Medio
30,14,840.4990201345167,29,Alto
37,9,42.000032672829406,42,Bajo
42,13,524.9811063750698,56,Alto
21,9,571.4574204570492,17,Medio
27,13,565.5396352052366,31,Alto
20,8,480.54410308502315,53,Medio
58,13,792.6969351220578,34,Alto
62,2,142.20765861049566,38,Bajo
35,19,317.4712453952794,57,Medio
64,15,619.568792910721,37,Alto
53,1,694.0418526052763,4,Bajo
64,9,410.1069474592857,2,Medio
39,2,876.6175506939608,12,Bajo
51,10,421.3384627289552,35,Medio
64,10,408.74837300484984,6,Medio
25,12,45.84518887251111,56,Bajo
57,6,555.6299228327865,46,Medio
66,16,711.594030126786,8,Medio
61,1,123.29378188167962,21,Bajo
36,11,312.37843842699215,53,Medio
59,9,783.4443842450237,58,Medio
58,17,372.26024105943964,46,Medio
54,10,249.18643741963947,35,Medio
23,15,675.4786569294611,48,Alto
69,16,204.79118989493907,15,Medio
43,18,896.6963903873451,7,Medio
51,17,114.54241206587955,15,Bajo
62,2,709.4843042599987,45,Bajo
23,15,504.55321427351146,6,Medio
54,5,871.2302667730237,47,Medio
50,11,134.93314011597425,17,Bajo
39,10,681.115969311127,4,Medio
38,14,576.3340927895676,22,Alto
23,14,485.289240817646,32,Medio
23,15,496.4931907983417,59,Medio
65,9,724.7571921805454,22,Medio
21,11,938.3642383854739,27,Alto
47,12,100.3391425278576,46,Bajo
28,3,29.307621134415026,15,Bajo
47,6,807.6477445563914,44,Medio
48,1,117.08769367525174,51,Bajo
41,14,986.8298281196196,22,Alto
26,7,623.1547664692489,28,Medio
20,6,654.3577313015993,42,Medio
68,14,206.9027859086372,38,Medio
48,13,247.90918719370768,57,Medio
57,7,662.7568000682577,9,Medio
54,11,910.629569554855,34,Alto
53,12,982.5666489723909,36,Alto
41,10,206.05063716478273,9,Medio
48,16,142.77842648269225,15,Bajo
23,16,65.83734418318257,45,Bajo
19,3,869.6140479797145,20,Bajo
37,7,301.7676983879041,8,Medio
45,4,11.793913530559145,58,Bajo
28,15,231.57990519586454,28,Medio
21,3,347.0366692984242,51,Bajo
32,14,991.0763078017184,19,Alto
23,11,528.3061779185108,57,Alto
66,4,212.6668081191503,16,Bajo
47,15,341.47016126631655,11,Medio
55,13,337.00461068130966,42,Medio
68,9,29.528488998543732,8,Bajo
19,6,143.83122362971577,33,Bajo
32,12,698.2444951061791,10,Medio
28,19,129.04847670502727,18,Bajo
25,4,238.4269338400576,35,Bajo
43,2,357.2299254202657,43,Bajo
68,14,760.1575950572708,50,Alto
62,3,586.5769552192604,3,Bajo
61,14,692.1099851386826,40,Alto
22,13,571.3422021659705,27,Alto
23,19,686.7565009696503,59,Alto
43,18,12.813732127332722,28,Bajo
21,12,931.5891629277152,46,Alto
36,9,119.81102856605845,6,Bajo
37,4,412.1866050171358,47,Bajo
50,19,773.3279865424063,14,Alto
37,19,440.8784108293297,7,Medio
66,5,947.3741261508407,10,Medio
29,3,472.9130590137791,15,Bajo
64,1,876.1900115466447,31,Bajo
18,15,812.7198322286482,29,Alto
43,17,981.1764397706963,42,Alto
31,4,927.2823029434657,54,Bajo
55,3,899.1425963657499,17,Bajo
54,12,734.2882971142736,59,Alto
28,18,373.32816579553855,51,Medio
53,1,115.0641643792534,29,Bajo
30,12,691.7586017417461,49,Alto
60,10,978.8675405245853,44,Alto
20,3,729.3383929585502,15,Bajo
50,19,929.4420755845622,26,Alto
23,19,806.2616658259616,12,Alto
67,14,171.48352836551197,25,Bajo
27,3,256.71173288537443,41,Bajo
22,8,348.44694574472686,5,Medio
40,6,176.5778398946241,4,Bajo
27,18,585.8348193462766,44,Alto
61,18,975.6960188936017,48,Alto
19,5,763.844245101797,41,Medio
30,5,429.15288157678725,57,Medio
57,19,14.459436170485773,31,Bajo
19,14,320.1432510267969,3,Medio
37,14,531.491694815293,53,Alto
18,19,331.0083651134509,3,Medio
54,8,119.92457379362094,26,Bajo
26,3,448.3373072932756,50,Bajo
34,17,260.7202887960591,17,Medio
26,17,910.1400526968864,10,Medio
28,4,110.73698321600558,2,Bajo
32,19,58.66110243746328,24,Bajo
41,10,15.261027463313427,11,Bajo
55,4,334.78898764080117,24,Bajo
52,3,663.7829698188797,35,Bajo
47,11,733.1096153529747,23,Alto
48,1,458.7290665479059,32,Bajo
66,12,687.485363950714,23,Alto
22,9,366.3148958532098,34,Medio
61,8,671.1281577867508,41,Medio
67,9,50.19002544934967,19,Bajo
31,6,396.8454547213341,2,Medio
28,3,792.9411808568474,51,Bajo
26,18,804.9759701544114,2,Medio
51,9,718.9872910869377,15,Medio
29,2,212.19623436416578,56,Bajo
52,18,254.73306774132692,21,Medio
52,1,996.1278399918672,35,Bajo
18,19,112.3442271299403,5,Bajo
57,9,188.85607191338528,43,Bajo
39,1,138.72599309363127,27,Bajo
46,1,334.3784140467794,24,Bajo
25,16,218.07407688158412,7,Medio
28,15,502.71107995229437,6,Medio
58,15,481.2604998113187,46,Medio
54,13,902.4905632567901,33,Alto
31,6,44.392547970333666,58,Bajo
47,10,326.6807809010857,49,Medio
52,0,600.6913130771193,17,Bajo
38,10,608.7537442255242,46,Alto
54,3,485.3249667240671,42,Bajo
22,6,817.5088854064874,30,Medio
36,14,72.0949497003142,8,Bajo
31,17,817.3328879243345,40,Alto
43,11,499.80669803134657,46,Medio
21,16,142.42308812623216,7,Bajo
42,0,886.8448944050729,6,Bajo
62,10,652.7364917455538,4,Medio
59,0,171.91022995589788,1,Bajo
42,14,43.31322616503634,15,Bajo
35,9,149.69855184932277,31,Bajo
57,6,612.7099805785896,25,Medio
25,1,187.50327290744798,47,Bajo
56,9,233.50544412627784,33,Medio
57,3,34.88832849875104,52,Bajo
31,11,725.7013655162176,35,Alto
49,18,812.2607557618427,55,Alto
68,10,798.8796950044019,5,Medio
55,7,136.2924698506414,5,Bajo
50,17,904.2681161148718,36,Alto
40,10,675.5560411793392,17,Alto
32,10,898.5533361530959,53,Alto
50,12,452.68889948535696,52,Medio
42,2,442.5853124728608,14,Bajo
34,11,786.6911534980463,58,Alto
50,2,102.36487692197608,29,Bajo
64,9,525.6652962685368,8,Medio
19,16,838.0203932749134,34,Alto
31,1,831.8906374388756,40,Bajo
57,16,956.5715277789453,1,Medio
57,15,701.289867595241,29,Alto
68,1,215.69292314533106,36,Bajo
56,19,30.07751174563501,51,Bajo
68,5,484.6216406408309,37,Medio
23,9,518.5668269663299,29,Medio
23,9,247.85995865394213,5,Medio
20,7,133.45047265236718,53,Bajo
24,0,590.3460845286039,32,Bajo
68,12,766.6131172838999,52,Alto
25,8,993.222562554259,24,Medio
59,9,760.7195910384133,19,Medio
69,14,795.6960901130251,12,Alto
32,4,620.2962694465095,52,Bajo
64,15,986.0634323803175,1,Medio
46,12,643.5568212634247,7,Medio
50,19,861.6507535357073,17,Alto
69,17,946.3267997785462,34,Alto
47,10,930.5599154955554,43,Alto
56,8,387.6011903455229,7,Medio
44,15,87.87543773111607,17,Bajo
53,1,180.15496551385436,59,Bajo
46,1,68.6310723426414,3,Bajo
55,11,114.34296548084863,29,Bajo
50,7,192.80473343476066,22,Bajo
54,8,347.68337342152773,38,Medio
44,11,548.104250109325,54,Alto
50,8,714.5652387615352,43,Medio
21,9,218.8180627454468,29,Medio
39,1,675.797180195758,50,Bajo
19,15,707.2164837573954,50,Alto
27,19,563.0361134975276,54,Alto
22,6,904.5816911007236,42,Medio
27,1,119.88486578259254,5,Bajo
50,0,185.3502430263953,30,Bajo
55,18,434.37817614559,23,Medio
30,3,135.44560788189648,55,Bajo
48,1,570.6331822868466,21,Bajo
64,13,404.41646194333015,56,Medio
53,1,291.74983659055926,26,Bajo
62,14,178.2899148874609,54,Bajo
41,11,341.9848559647282,47,Medio
69,4,611.8797573240186,21,Bajo
32,19,580.0273587805175,20,Alto
46,6,171.98776020813148,23,Bajo
25,9,133.67061263322708,4,Bajo
22,13,36.4099949827838,21,Bajo
46,13,22.30133785599294,21,Bajo
64,4,881.0123313624883,1,Bajo
21,17,54.637967445336024,15,Bajo
29,13,733.9088987745138,17,Alto
62,1,873.2652452825074,51,Bajo
19,11,107.077270076833,14,Bajo
44,5,441.93840959468747,59,Medio
48,3,962.6799533425338,19,Bajo
68,12,835.7972739183492,50,Alto
68,3,494.8069915392765,34,Bajo
53,13,764.9454016636373,6,Medio
53,15,835.0438481873472,45,Alto
43,3,354.5466935568321,49,Bajo
60,0,893.2313877012613,6,Bajo
44,12,475.7685864803852,53,Medio
22,3,532.5292899232417,54,Bajo
37,19,999.7105614436127,5,Medio
28,17,844.8699364906397,7,Medio
27,5,368.15230571525024,33,Medio
57,2,20.242140507972948,13,Bajo
55,12,629.9123330559557,51,Alto
23,15,706.8742918668268,54,Alto
25,4,654.2946632419458,1,Bajo
40,3,968.183727651581,13,Bajo
64,7,864.3413170588228,43,Medio
43,18,454.34337624884205,27,Medio
63,13,72.22891259765714,7,Bajo
60,6,481.2981818069769,52,Medio
29,13,692.3515797624029,3,Medio
43,5,611.6327101447346,58,Medio
30,11,542.7556970337761,25,Alto
57,15,474.1307684350889,33,Medio
35,16,300.8242542971125,40,Medio
42,12,284.57329410738294,17,Medio
50,13,505.2291641365439,45,Alto
64,6,168.99711496535252,14,Bajo
57,13,347.27856933905355,37,Medio
60,14,330.7394819629986,58,Medio
29,11,591.2614735683588,56,Alto
61,16,76.01547735939434,54,Bajo
53,8,831.3719934624442,23,Medio
65,14,566.7545965805581,59,Alto
21,11,674.118413968176,24,Alto
22,1,706.0629647218385,29,Bajo
54,4,298.56929547411113,38,Bajo
25,12,475.6678517110179,59,Medio
59,19,956.6834963109706,54,Alto
66,7,769.0381856168467,27,Medio
45,13,969.8613064709535,38,Alto
48,14,748.7918016948254,53,Alto
26,10,183.84413831143223,40,Bajo
68,0,73.89052500622947,45,Bajo
46,2,581.884822352467,50,Bajo
31,16,364.23514690558346,23,Medio
57,18,282.70333103678854,31,Medio
58,13,809.1388864611633,36,Alto
39,7,373.32333441112786,17,Medio
28,12,323.8309600369609,37,Medio
40,19,851.4877172373203,3,Medio
18,2,847.8244631215955,36,Bajo
63,4,362.802971377506,55,Bajo
54,8,834.1737139761066,5,Medio
38,5,852.2707054293339,46,Medio
43,1,429.6912296793696,15,Bajo
63,12,75.80839890707985,52,Bajo
53,4,11.5687980216767,49,Bajo
40,7,528.059538260105,6,Medio
18,0,350.6347384366521,59,Bajo
68,19,997.1605752167824,10,Medio
57,11,774.6868896310114,54,Alto
32,10,763.6627017869083,32,Alto
38,6,955.6903406044702,23,Medio
64,14,888.8471539143876,48,Alto
26,10,325.0056046618248,17,Medio
26,15,174.3273493878376,46,Bajo
27,2,748.4333424148274,20,Bajo
69,19,384.4911547460443,44,Medio
43,13,478.4409251146469,41,Medio
58,2,634.0937539620786,15,Bajo
52,0,908.7939501658882,44,Bajo
69,14,424.8968761342563,46,Medio
42,0,785.4837213171677,58,Bajo
43,16,275.6563933619109,22,Medio
28,1,700.9920730143775,50,Bajo
55,19,11.56362686713275,52,Bajo
19,5,872.7921413557284,6,Medio
24,7,40.07578415491787,4,Bajo
35,15,715.6262172149584,58,Alto
44,18,55.79560736867105,23,Bajo
51,0,273.5832424000634,44,Bajo
44,2,502.2303795209876,45,Bajo
34,2,425.7392984947558,19,Bajo
60,4,199.91775345500048,54,Bajo
61,11,340.476762592145,45,Medio
68,11,730.4293063603574,31,Alto
41,19,672.5645216538518,44,Alto
42,12,81.09643792627654,52,Bajo
24,19,749.8426673171575,3,Medio
69,8,62.51542238505807,28,Bajo
23,6,547.4971252087865,3,Medio
41,3,267.46212056176876,14,Bajo
50,18,591.8132262842207,18,Alto
66,18,268.71511198149284,27,Medio
46,5,985.1083899295727,51,Medio
60,12,316.63090189025655,10,Medio
39,10,249.54102931775103,49,Medio
43,12,285.6806380061925,15,Medio
45,12,897.5081286867024,19,Alto
67,19,639.8566403826513,9,Medio
38,14,733.3772564465687,4,Medio
66,12,918.8304049934069,15,Alto
24,10,912.7537599965574,51,Alto
34,18,741.5563881129402,48,Alto
37,7,205.84618455290968,8,Medio
58,19,844.9395874682555,49,Alto
66,7,211.73827384915307,53,Medio
37,9,745.4698259574476,1,Medio
39,15,688.7470358794257,7,Medio
45,18,761.2999616390422,53,Alto
57,10,537.3588239066776,31,Alto
66,12,642.3389204267274,18,Alto
24,8,953.7868796299127,12,Medio
18,19,110.07770823247274,48,Bajo
49,18,315.7588020338038,30,Medio
30,15,615.2434429673986,33,Alto
47,6,964.4135888301745,59,Medio
40,18,104.61870318597514,47,Bajo
68,11,32.32372931478557,7,Bajo
36,14,65.19210248562473,28,Bajo
49,13,61.88162959658682,49,Bajo
47,10,908.7376991996304,3,Medio
46,9,724.0453288544865,43,Medio
66,10,680.3353025343155,6,Medio
62,5,527.3470920591914,31,Medio
46,1,784.1330908024304,38,Bajo
47,10,164.0915128339749,15,Bajo
33,18,398.02177789055304,7,Medio
57,5,495.1042082567001,43,Medio
36,13,119.30540269995899,30,Bajo
35,19,425.3185722441418,27,Medio
18,5,323.33676146999414,17,Medio
31,16,45.22632433552801,55,Bajo
68,9,145.36804870194288,18,Bajo
64,0,766.3964549357971,22,Bajo
67,2,27.857530409598013,56,Bajo
19,7,934.9107661053976,53,Medio
45,7,95.56038612276504,26,Bajo
66,19,801.2457132614236,51,Alto
67,14,899.630375534036,27,Alto
47,6,941.7242290019426,40,Medio
55,10,868.8022532610129,24,Alto
68,6,294.6745390311888,52,Medio
21,3,339.7562600250922,8,Bajo
18,11,432.2802416239752,21,Medio
25,5,147.9037225130298,29,Bajo
46,13,32.04973051655162,43,Bajo
56,11,870.4303981382243,21,Alto
20,10,558.5874290483517,3,Medio
49,18,612.6357127564341,31,Alto
27,4,927.7185900696173,55,Bajo
27,13,668.4689763324795,27,Alto
36,15,693.9449692964153,46,Alto
63,12,789.0989619523748,27,Alto
51,19,125.18496535882974,9,Bajo
50,3,366.56053168165363,57,Bajo
40,10,968.5258484263326,33,Alto
45,16,923.7007773196005,33,Alto
49,6,885.2345433470829,26,Medio
67,13,457.56762523558274,28,Medio
24,10,858.6210240509376,44,Alto
46,8,57.91192312630795,43,Bajo
25,12,157.03225001454626,31,Bajo
18,17,419.8280214992136,53,Medio
20,10,488.55814601530517,1,Medio
41,14,270.87208198564826,20,Medio
40,18,362.91190413930957,12,Medio
25,0,171.14834001511508,17,Bajo
64,3,494.2426913987481,15,Bajo
54,13,795.9048599391826,34,Alto
20,13,664.7467897246927,50,Alto
68,2,116.71432489188587,16,Bajo
50,16,492.70578736274894,4,Medio
45,2,700.6699189519277,8,Bajo
64,15,534.5963435884017,34,Alto
25,13,397.75884057019346,46,Medio
51,19,625.6952770710394,25,Alto
52,12,968.9522786472728,15,Alto
49,14,103.9588306684172,28,Bajo
41,13,396.11590014008505,9,Medio
31,18,412.5397945156347,2,Medio
49,5,581.1976373636874,17,Medio
63,9,160.65285586309872,58,Bajo
60,14,184.87659957176484,10,Bajo
33,19,292.5077721378761,9,Medio
21,5,956.3113428358344,31,Medio
69,9,736.7674954185936,2,Medio
54,6,665.0763686745881,24,Medio
38,16,818.7881105203196,19,Alto
31,17,136.300704227526,17,Bajo
48,16,860.7394915265141,43,Alto
65,8,598.884386748629,49,Medio
35,9,341.9757173843461,10,Medio
24,9,817.6967031882335,50,Medio
27,6,804.5388890051378,55,Medio
24,15,847.2514958995598,28,Alto
50,17,124.36272110591233,38,Bajo
40,5,969.6676325458183,48,Medio
38,19,960.0298922518339,28,Alto
36,0,363.89494904672415,59,Bajo
65,0,75.23507802980045,50,Bajo
36,11,175.38511277409785,52,Bajo
53,1,992.90251719025,50,Bajo
46,3,567.3828137399464,1,Bajo
35,16,363.0555808377915,3,Medio
19,3,295.3206669115384,15,Bajo
18,10,264.4218179578381,52,Medio
64,3,667.5112374039372,10,Bajo
22,0,425.1939532044891,21,Bajo
37,6,965.7565923749255,37,Medio
28,17,687.0046003389078,15,Alto
59,8,794.1241451384716,23,Medio
19,2,299.81413309732835,14,Bajo
20,7,88.39454501753958,15,Bajo
40,18,492.94460900806223,10,Medio
29,3,321.435731080765,56,Bajo
37,17,210.06233335784444,9,Medio
22,19,953.1157094928527,44,Alto
54,10,449.54833219860996,39,Medio
55,13,182.96150612829777,5,Bajo
47,17,206.66414615432774,25,Medio
26,15,287.9026450399481,56,Medio
51,2,999.3231055078156,42,Bajo
61,14,275.33138551440135,57,Medio
52,3,335.5137865326691,26,Bajo
69,4,662.7348467041614,8,Bajo
39,16,301.0217626461953,22,Medio
61,6,223.64620854909643,52,Medio
41,15,167.0508147831027,25,Bajo
34,13,319.55583837751425,48,Medio
27,15,114.85653273248577,12,Bajo
47,6,28.460120550635068,9,Bajo
63,8,806.5952803613305,10,Medio
40,3,146.5159929904308,48,Bajo
49,10,778.2170813170899,10,Medio
34,1,799.5670541967932,9,Bajo
67,11,542.5403310659507,26,Alto
68,11,316.5851387298219,35,Medio
34,3,153.58240641238956,27,Bajo
31,17,739.4370556537891,31,Alto
26,6,605.3731161219681,19,Medio
57,0,658.8989219286285,43,Bajo
19,12,18.58239894667973,38,Bajo
62,5,928.2418455507462,6,Medio
42,5,75.62728557208474,15,Bajo
56,11,373.1378262886056,29,Medio
26,7,408.68453315518326,47,Medio
39,18,11.341969252969356,45,Bajo
60,4,502.11841625728914,54,Bajo
63,17,755.2809045658998,5,Medio
21,4,825.0359665836245,14,Bajo
43,9,880.6030233728255,53,Medio
46,0,492.8416796322158,2,Bajo
62,9,634.3298286243539,23,Medio
51,4,88.72451616353378,44,Bajo
40,11,493.1578420389324,52,Medio
54,6,163.26759732301792,46,Bajo
28,8,375.9466864462962,19,Medio
23,11,336.0122597359533,24,Medio
35,0,429.30517146909307,20,Bajo
38,10,575.9202517943912,47,Alto
59,14,903.8478805923659,27,Alto
53,1,400.5397850340303,52,Bajo
58,19,981.3198837544352,24,Alto
55,6,761.4377675706908,17,Medio
51,11,516.3662363204994,25,Alto
34,17,647.5861727408246,46,Alto
54,2,111.20192942062504,55,Bajo
42,6,846.0763160005183,31,Medio
55,10,586.5338805133262,28,Alto
29,17,986.2068054075057,50,Alto
40,11,640.0644563153206,59,Alto
59,5,835.7704674336618,28,Medio
39,4,801.7651153672873,22,Bajo
38,0,352.0065399535861,56,Bajo
44,11,267.01451898087953,59,Medio
48,10,436.1886475971949,5,Medio
23,3,472.56893096474874,54,Bajo
44,17,247.68385491727744,44,Medio
57,3,895.6518946174622,42,Bajo
51,16,547.1223836776395,8,Medio
